"A1","A2","A3","A4","A5","C1","C2","C3","C4","C5","E1","E2","E3","E4","E5","N1","N2","N3","N4","N5","O1","O2","O3","O4","O5","gender","education","age","id"
1,6,6,6,5,5,4,5,2,2,2,2,4,3,6,2,4,5,5,4,5,2,4,5,2,2,5,41,"63588"
2,3,4,4,4,3,3,4,6,4,2,2,5,6,4,5,3,2,2,2,5,3,3,5,3,1,3,20,"63589"
1,5,1,2,5,5,5,5,2,2,1,1,6,6,5,1,1,3,4,1,6,2,4,3,1,1,3,22,"63590"
2,5,5,6,4,2,2,2,2,6,2,5,2,5,1,4,5,5,5,5,2,4,2,2,3,2,3,38,"63591"
4,4,1,1,1,5,5,6,2,2,3,6,5,1,2,1,2,2,6,2,6,1,5,6,1,1,5,52,"63595"
2,5,4,5,2,6,5,5,2,2,5,5,3,4,3,6,6,6,6,5,3,5,3,5,3,2,3,37,"63596"
2,4,5,3,5,4,4,4,4,4,4,4,4,4,3,2,4,5,6,3,3,4,4,5,2,2,2,27,"63597"
1,4,4,6,6,6,6,6,1,1,1,4,5,6,6,3,3,1,2,6,6,6,5,6,4,2,3,19,"63602"
1,6,6,6,6,1,5,5,1,2,2,2,5,5,2,4,4,5,5,5,2,6,2,4,5,2,2,45,"63608"
2,2,4,1,4,3,2,1,5,6,2,4,4,3,2,3,4,5,4,2,3,1,2,4,2,2,1,28,"63609"
1,5,5,6,6,5,6,5,1,1,2,1,6,6,6,1,1,1,1,1,6,1,6,2,1,2,3,31,"63613"
2,5,5,4,5,4,3,3,3,2,2,,3,3,4,2,2,1,1,2,,3,5,5,2,2,1,19,"63616"
2,5,6,6,6,5,5,4,1,4,4,1,4,6,6,5,5,4,4,1,4,5,2,5,6,2,5,31,"63617"
2,5,6,6,5,6,5,6,2,2,1,4,6,6,5,4,4,3,6,4,6,2,5,6,4,2,1,28,"63618"
2,2,4,4,5,5,3,2,6,6,6,6,1,2,1,4,4,4,3,4,2,5,2,6,4,1,3,21,"63619"
4,4,4,4,4,4,5,5,4,5,6,6,3,2,3,4,5,2,4,3,5,2,2,5,5,2,2,19,"63621"
1,5,5,6,5,4,5,6,1,1,4,4,4,4,4,1,3,3,1,2,3,1,5,5,3,2,3,27,"63623"
2,6,4,1,4,6,4,5,1,1,3,3,6,5,3,2,2,5,6,1,6,6,6,6,1,1,3,21,"63625"
3,4,4,2,5,5,5,4,3,4,3,2,5,5,5,3,3,2,3,1,6,1,6,6,2,1,3,23,"63631"
1,6,6,4,6,6,5,6,3,6,3,1,5,6,5,2,4,4,4,3,5,6,4,6,4,2,4,29,"63636"
5,5,5,6,4,5,5,5,2,5,5,5,4,5,5,2,4,4,2,2,5,5,5,4,4,1,3,24,"63637"
2,5,4,4,4,4,4,3,4,6,4,3,2,4,4,2,4,3,2,2,4,4,4,6,4,2,,16,"63638"
3,4,6,1,4,5,5,4,3,5,1,1,5,6,5,4,6,2,4,1,6,4,4,5,2,1,3,22,"63642"
1,5,6,4,6,3,5,5,5,5,2,4,3,5,4,6,6,5,6,6,3,5,5,6,3,2,4,41,"63644"
1,4,6,5,6,5,4,4,3,1,5,6,5,4,3,1,1,2,2,1,5,1,5,6,2,1,3,26,"63648"
1,5,5,3,5,4,5,4,4,3,1,2,4,5,3,2,4,2,4,,5,4,3,5,3,1,5,47,"63649"
2,6,5,6,2,5,5,5,2,1,4,1,3,5,5,3,5,3,4,5,3,5,3,4,5,2,3,50,"63655"
2,4,4,4,6,6,5,5,5,6,1,5,5,4,4,1,1,3,4,4,3,1,4,6,3,2,5,29,"63657"
2,6,5,3,4,3,4,2,2,2,2,5,1,6,2,3,3,3,2,1,6,6,4,6,2,1,3,20,"63658"
4,4,4,2,5,4,3,4,3,4,2,2,4,5,6,4,4,4,3,2,6,2,5,3,2,2,5,55,"63659"
2,5,4,5,5,4,4,4,4,4,2,3,4,5,2,5,5,5,4,3,4,4,4,4,3,2,3,22,"63661"
4,5,4,4,5,6,6,5,1,1,1,3,1,2,4,3,4,4,5,4,5,1,5,4,1,2,3,35,"63668"
1,5,6,4,5,4,3,5,5,4,6,4,5,4,3,3,2,2,1,4,4,5,3,5,5,2,3,20,"63669"
4,4,4,6,3,5,5,3,3,4,5,5,3,3,4,4,5,3,4,2,5,2,4,5,2,1,2,49,"63670"
3,5,5,6,5,5,4,4,2,2,1,2,2,5,5,2,2,2,2,2,4,3,4,5,2,2,5,39,"63672"
3,4,6,6,,5,4,5,2,4,1,4,5,4,4,1,1,1,2,3,6,1,6,6,3,2,3,23,"63675"
2,5,6,5,5,4,5,3,2,6,3,4,5,5,4,3,5,4,4,3,5,4,5,5,2,2,3,25,"63676"
1,6,6,5,6,6,4,2,1,6,6,6,2,4,5,1,6,1,6,1,6,1,6,6,1,1,5,25,"63677"
2,5,4,2,4,5,5,5,1,5,2,2,2,4,5,5,4,2,5,1,2,2,5,4,2,2,,36,"63681"
2,6,3,4,5,3,2,3,2,4,2,3,3,6,5,4,2,1,2,1,5,1,6,5,2,1,4,38,"63682"
2,6,5,5,5,5,3,4,2,5,2,2,1,4,6,2,5,5,4,1,5,5,6,6,1,1,1,17,"63683"
2,6,4,5,4,3,4,3,5,6,2,6,3,4,3,6,6,5,5,5,5,1,5,6,3,1,,17,"63687"
5,5,2,3,3,4,3,4,3,5,4,1,5,4,5,6,6,6,4,3,5,1,6,2,3,2,3,19,"63690"
1,6,6,6,6,5,2,4,2,3,2,2,5,6,4,3,2,1,1,2,5,2,5,5,3,2,4,56,"63692"
1,6,6,5,4,4,4,4,5,5,2,4,4,4,4,4,5,4,4,4,5,3,6,5,4,2,4,28,"63693"
2,5,5,5,3,3,2,2,4,4,2,4,4,5,5,2,2,2,4,3,5,2,4,5,3,2,3,17,"63696"
1,5,6,6,5,6,6,4,1,1,4,2,5,5,6,4,5,4,4,3,6,4,5,4,6,2,3,26,"63697"
5,5,5,6,2,5,4,3,3,1,1,2,5,5,4,5,4,5,2,4,6,5,5,5,1,2,3,46,"63699"
1,5,4,6,3,5,5,5,2,4,3,4,2,4,4,2,2,2,1,2,4,4,4,2,4,2,3,21,"63700"
6,6,6,6,6,6,6,6,1,3,5,2,5,5,6,6,6,6,3,1,2,4,5,6,2,2,3,46,"63701"
1,6,6,6,5,5,,5,1,2,2,2,4,6,5,2,2,2,1,2,,3,5,5,2,2,2,39,"63704"
2,4,4,1,2,6,6,6,1,4,6,6,1,1,4,6,6,6,6,6,3,5,1,6,5,2,3,19,"63705"
1,5,6,6,5,5,4,4,,1,4,4,5,3,4,4,4,5,1,1,6,1,5,6,2,2,3,25,"63706"
1,5,6,5,4,3,4,2,3,4,5,5,4,2,3,1,2,2,5,3,5,2,4,5,2,1,5,22,"63707"
2,5,5,5,5,4,4,4,3,4,2,2,4,5,5,2,3,3,3,2,4,4,4,3,3,2,,17,"63709"
2,5,6,6,5,5,3,2,4,4,1,2,4,5,2,5,5,3,3,2,3,2,5,6,3,2,3,27,"63711"
1,5,6,6,6,6,6,5,2,4,1,3,6,5,6,4,4,4,3,6,6,1,6,6,1,2,4,20,"63712"
3,5,5,4,6,6,6,5,1,1,5,4,6,4,6,4,4,4,4,2,6,1,6,2,1,1,5,21,"63713"
4,6,6,6,6,6,6,6,4,1,5,5,5,5,5,4,4,2,4,4,5,4,4,6,4,2,3,21,"63721"
1,6,6,6,6,2,5,5,1,2,1,1,5,6,5,2,3,1,1,2,5,4,6,4,1,2,4,55,"63723"
1,5,5,6,5,2,3,4,4,5,3,4,3,3,4,3,3,2,4,4,3,4,4,6,4,2,3,24,"63724"
2,3,5,6,5,5,5,5,2,5,5,2,4,3,2,2,1,4,1,1,4,1,6,2,2,1,4,25,"63726"
4,4,3,5,5,6,5,6,1,2,3,2,2,5,5,3,3,4,2,2,4,3,3,6,4,1,5,39,"63727"
3,6,6,6,5,3,2,5,4,4,1,3,5,5,6,5,6,6,3,2,6,1,5,5,3,2,3,39,"63728"
3,5,6,4,5,4,3,4,2,4,2,2,5,4,6,4,5,5,2,2,4,1,5,6,3,2,3,21,"63729"
1,4,4,4,4,2,3,4,2,2,5,4,4,4,3,2,2,3,5,2,5,3,3,5,2,2,5,37,"63732"
4,2,2,1,5,3,4,2,4,4,5,4,3,4,1,1,3,1,3,1,5,2,5,5,1,1,2,22,"63734"
1,6,6,4,5,5,2,4,2,3,2,3,5,5,5,1,1,1,1,1,5,2,6,6,2,2,4,24,"63735"
4,6,5,6,4,5,5,5,4,4,1,3,4,5,6,4,5,5,4,4,5,4,5,5,3,2,3,21,"63738"
3,5,5,4,5,6,6,6,1,,2,4,6,5,6,5,2,2,1,1,5,1,6,1,1,1,3,20,"63739"
2,4,4,6,6,6,6,1,1,6,1,6,6,5,6,6,6,6,6,2,6,1,6,6,3,1,3,19,"63742"
2,5,4,5,5,5,3,3,2,3,3,3,3,5,5,1,1,2,2,2,4,2,4,5,3,1,3,21,"63743"
2,5,5,4,5,3,5,4,2,5,2,3,4,5,5,4,4,2,3,1,5,1,5,5,2,1,5,30,"63744"
1,5,5,5,5,5,4,3,3,4,3,4,4,5,4,4,5,4,4,3,5,2,4,5,2,2,1,18,"63745"
6,5,5,4,5,5,2,5,3,5,5,5,4,2,6,6,6,6,6,2,5,3,4,6,1,2,4,53,"63746"
2,4,5,1,4,3,1,5,1,4,5,4,1,,3,2,6,6,5,6,3,4,1,4,3,1,3,27,"63748"
4,4,4,3,3,6,4,4,2,4,4,4,3,2,4,3,5,5,4,4,4,2,4,5,3,2,4,48,"63750"
1,6,5,5,5,6,5,5,1,5,4,4,5,5,4,1,4,4,4,2,6,4,3,5,5,2,4,30,"63752"
2,4,6,6,5,4,3,3,2,3,5,3,3,4,4,4,4,4,3,2,3,4,3,3,4,2,3,25,"63760"
2,5,5,4,4,2,2,2,4,5,4,4,4,5,5,1,2,2,5,4,6,5,5,6,1,2,4,35,"63761"
1,6,6,1,6,1,1,1,6,6,1,6,6,1,4,6,6,2,6,6,6,1,6,3,1,2,,17,"63762"
1,6,6,4,1,1,6,5,4,2,6,1,3,5,1,5,5,5,6,4,6,1,6,6,6,2,3,41,"63763"
3,5,6,6,5,5,4,5,1,1,1,1,3,6,4,1,1,1,1,2,5,1,4,4,2,2,3,41,"63766"
1,6,6,6,6,6,6,6,1,1,4,1,6,6,6,1,1,1,1,1,6,1,6,1,1,2,3,37,"63767"
2,5,5,4,5,5,4,5,2,3,5,2,4,5,6,4,2,4,3,2,4,2,4,4,4,2,3,60,"63768"
3,6,6,6,5,5,5,3,2,4,1,2,5,5,5,4,4,4,3,2,4,2,5,6,1,2,3,23,"63770"
2,6,5,6,6,6,6,5,1,4,4,2,5,5,6,4,,1,1,,6,4,5,5,1,1,3,53,"63773"
1,5,3,4,5,5,4,4,1,2,5,4,2,5,2,1,2,2,1,2,6,1,6,5,2,2,2,19,"63775"
1,,5,6,6,5,6,,2,6,1,1,4,6,4,3,5,3,,1,4,4,4,6,5,2,3,35,"63776"
3,5,2,2,4,5,3,6,1,5,3,5,1,4,2,1,3,6,6,6,6,4,3,6,1,1,2,19,"63778"
1,5,5,6,5,5,5,1,5,6,1,2,5,6,5,2,2,2,4,1,5,1,5,6,1,1,1,24,"63788"
2,4,3,6,4,4,5,5,1,2,6,5,4,4,4,3,3,4,3,5,5,4,3,5,4,2,3,21,"63789"
2,6,4,5,4,5,5,5,1,1,2,2,4,3,6,1,2,1,2,1,5,2,6,4,2,2,3,29,"63791"
4,6,6,6,5,4,3,2,2,3,2,3,5,6,4,4,4,3,3,4,2,3,4,3,3,2,4,25,"63792"
4,6,6,6,5,4,3,3,2,3,2,3,5,6,4,2,2,2,2,2,3,3,4,3,3,2,4,25,"63793"
5,5,5,6,4,6,6,4,1,1,2,2,4,5,5,1,2,2,2,5,4,2,5,2,3,2,3,18,"63794"
1,6,4,6,4,4,3,4,3,6,2,3,4,5,4,6,6,6,6,5,4,3,3,5,3,2,5,37,"63796"
6,6,6,6,6,6,6,5,1,4,2,4,5,6,6,4,4,6,,6,5,3,6,6,1,2,3,20,"63798"
1,5,6,6,4,4,5,5,1,1,6,4,4,5,4,1,3,4,2,4,4,4,3,4,3,2,3,21,"63799"
1,5,6,5,5,5,5,4,2,3,1,2,4,5,4,3,4,2,3,5,6,2,4,6,5,2,1,34,"63801"
1,6,6,5,6,6,4,5,2,4,1,1,4,6,5,1,2,3,1,2,3,4,5,4,2,2,2,38,"63803"
2,3,4,5,3,3,3,3,2,6,5,3,6,4,4,6,6,5,4,1,3,2,4,6,4,1,4,30,"63807"
3,5,4,4,5,5,4,4,4,6,4,4,4,4,5,2,2,6,6,5,6,1,5,6,3,1,1,16,"63810"
5,5,5,6,5,6,6,6,1,3,5,4,4,5,6,5,5,4,2,6,6,3,4,6,5,2,3,23,"63811"
1,,6,6,6,3,5,5,1,2,1,1,5,5,,2,2,1,1,2,6,1,5,6,1,2,3,22,"63812"
2,5,4,6,3,4,5,6,2,1,1,2,4,6,5,2,2,1,1,1,6,1,6,6,1,1,3,37,"63815"
2,5,4,5,5,6,5,4,1,2,5,3,2,4,3,3,2,2,2,2,2,3,4,3,4,1,4,30,"63816"
3,5,5,2,6,6,6,6,1,1,2,1,6,6,5,5,4,5,1,2,5,2,5,3,1,2,3,21,"63817"
1,4,4,6,3,3,5,4,4,4,6,5,1,1,4,6,6,6,4,2,4,2,4,4,3,2,3,32,"63818"
4,2,1,2,2,5,6,5,2,4,6,6,1,2,5,2,2,1,2,1,2,5,2,5,1,2,,14,"63820"
1,5,5,2,5,2,5,2,1,5,5,2,2,2,5,2,2,2,4,4,5,2,4,5,1,2,4,55,"63822"
4,5,4,6,4,4,4,2,3,4,3,1,4,5,5,,4,4,2,1,3,5,3,5,4,1,4,26,"63823"
1,6,6,6,6,1,6,5,2,5,2,1,6,3,6,1,4,1,5,1,6,1,5,3,1,2,5,22,"63824"
1,5,6,5,6,4,2,5,3,5,1,2,5,5,4,1,4,1,1,3,5,1,4,5,2,1,3,21,"63825"
4,4,2,5,3,4,5,5,5,,6,5,1,1,2,5,4,4,6,3,2,3,1,4,3,2,4,28,"63826"
1,6,5,2,5,6,4,5,1,5,3,4,3,5,4,1,1,1,4,1,5,4,2,6,2,2,5,41,"63827"
3,3,4,5,5,5,5,3,3,6,4,5,3,5,3,1,3,2,2,2,6,3,5,4,3,1,,17,"63828"
1,5,5,5,2,3,5,4,2,3,5,2,2,4,6,2,3,4,3,2,5,2,5,5,3,2,5,52,"63829"
5,6,6,4,6,5,5,4,2,5,2,1,6,5,5,5,5,5,4,1,6,2,6,6,1,2,1,18,"63834"
5,5,3,6,5,4,5,5,3,3,5,4,2,5,6,1,1,,1,1,5,2,6,,1,1,5,56,"63835"
5,3,5,4,4,5,4,3,1,1,3,5,3,3,5,3,3,1,3,2,3,3,2,4,3,2,5,55,"63837"
1,5,5,5,4,5,5,5,1,1,1,1,5,6,5,1,1,1,1,1,6,1,5,4,4,2,4,43,"63838"
4,5,1,5,1,4,6,6,6,4,6,4,2,1,6,5,5,4,6,3,6,4,5,6,5,1,3,22,"63839"
2,6,6,3,5,6,3,5,1,1,3,2,3,5,5,3,4,4,3,4,5,1,5,5,2,2,4,25,"63846"
5,5,2,5,1,5,5,5,2,3,4,4,5,4,5,2,3,3,2,5,5,1,5,6,2,2,3,27,"63847"
1,6,6,6,6,6,6,6,1,1,1,1,6,6,6,1,2,4,3,2,6,1,6,4,1,2,2,48,"63849"
3,4,5,1,4,5,5,6,2,4,5,5,3,3,5,5,5,4,2,2,6,1,5,6,2,2,5,31,"63851"
4,5,5,5,6,5,5,6,2,4,1,1,5,5,5,3,4,4,1,3,4,4,4,5,2,2,3,24,"63852"
3,4,3,2,4,5,5,5,2,5,,3,5,5,5,2,3,2,5,6,6,5,5,6,3,1,3,21,"63853"
1,6,6,5,6,6,6,1,2,5,1,1,6,6,6,1,1,2,4,6,6,1,5,6,3,1,3,24,"63854"
2,5,5,5,5,6,5,6,1,2,1,4,4,4,6,1,4,4,5,6,6,2,4,5,2,2,3,21,"63855"
2,5,4,6,5,4,5,1,2,6,2,1,6,6,5,5,6,5,3,4,6,1,5,6,2,2,3,27,"63856"
5,2,1,1,1,2,5,2,3,5,4,6,1,2,1,1,1,1,1,1,6,2,5,6,6,1,1,18,"63862"
3,5,5,6,4,5,6,5,2,2,5,2,2,4,5,4,4,2,2,2,5,5,5,4,2,1,3,24,"63863"
4,5,3,5,4,4,2,4,3,4,4,3,2,,5,2,4,2,2,3,3,4,4,3,3,1,5,32,"63866"
2,4,5,4,2,4,3,3,2,4,3,5,2,2,3,5,5,6,4,4,5,2,3,5,1,2,1,19,"63868"
1,6,6,5,5,6,6,6,1,1,4,5,5,1,5,3,5,1,1,1,6,2,5,5,5,2,5,52,"63871"
1,6,6,5,5,3,3,4,4,4,4,4,4,4,4,3,4,4,5,2,5,1,5,6,2,1,1,18,"63873"
5,6,5,6,5,6,5,6,1,3,2,4,2,5,5,1,2,1,2,1,5,2,5,5,2,1,3,30,"63875"
4,4,4,4,5,6,3,2,5,5,5,4,4,4,4,3,3,4,5,3,6,2,5,6,2,1,1,18,"63877"
4,4,1,1,2,4,3,5,2,1,1,1,4,2,5,4,5,2,4,2,5,1,6,4,1,2,4,22,"63879"
2,4,2,5,4,5,5,6,1,5,5,5,2,2,6,2,2,1,1,1,6,1,5,6,1,1,4,46,"63880"
5,5,5,2,6,5,4,5,5,5,4,5,1,2,4,2,4,1,1,1,5,1,4,3,2,1,,16,"63881"
3,5,5,3,5,5,3,4,1,6,6,2,4,2,4,5,5,5,4,2,5,4,6,6,1,1,4,28,"63882"
3,4,6,6,4,6,2,4,1,2,2,3,5,5,6,4,5,4,2,4,6,6,6,5,3,2,3,19,"63883"
2,5,5,2,6,4,3,,2,4,2,2,3,6,6,1,4,1,2,1,5,2,6,4,1,1,4,38,"63884"
5,4,1,2,2,5,5,4,2,4,2,4,3,4,4,2,3,2,2,2,4,3,6,5,3,2,4,24,"63885"
3,4,2,5,4,5,5,4,4,4,3,3,2,4,5,2,5,4,2,6,5,4,5,6,1,2,4,22,"63887"
6,1,5,4,2,3,4,3,2,3,1,3,5,2,4,5,6,6,2,4,4,5,3,2,4,2,1,16,"63888"
1,6,5,3,5,4,2,2,2,2,2,2,4,5,5,1,1,1,1,1,5,2,5,5,2,2,4,24,"63890"
4,5,4,2,4,4,2,5,5,6,3,5,4,3,3,3,5,4,3,1,5,1,4,4,3,1,3,23,"63897"
1,5,4,5,2,2,5,2,5,2,4,4,4,4,4,1,1,3,2,4,6,1,6,6,1,1,4,23,"63898"
1,6,5,4,5,5,6,5,4,4,6,1,3,6,5,5,4,6,5,5,6,4,5,6,2,2,5,22,"63899"
3,5,2,4,2,5,4,6,2,2,5,4,4,5,5,3,3,2,3,1,4,2,4,6,2,1,5,24,"63900"
1,6,5,6,5,5,5,5,2,2,3,3,4,5,5,1,2,2,2,3,5,2,5,5,2,2,3,26,"63902"
3,5,4,6,5,6,5,5,2,5,2,4,5,5,3,2,,3,6,5,6,1,6,5,1,2,3,22,"63907"
3,3,4,4,3,3,3,4,2,4,2,2,3,3,2,2,2,2,4,2,3,3,2,5,2,1,1,35,"63909"
1,6,5,5,6,5,5,5,1,5,3,1,3,5,6,1,2,2,2,2,2,1,3,6,1,2,3,43,"63911"
1,6,6,6,6,4,3,1,4,2,2,2,5,6,6,1,2,2,1,1,6,3,3,3,4,2,,17,"63912"
2,5,5,6,6,6,5,5,1,1,2,1,6,5,5,1,1,1,2,2,6,1,6,6,1,2,5,37,"63913"
1,6,6,6,6,6,5,5,1,2,1,2,4,6,6,1,1,1,1,3,5,3,5,5,2,2,3,21,"63918"
4,4,6,4,6,4,3,4,4,3,1,1,4,6,6,3,4,4,1,2,5,6,4,4,4,2,3,21,"63924"
2,5,5,5,3,4,4,4,2,3,4,4,2,3,3,1,2,2,2,2,4,5,2,6,2,2,5,25,"63925"
4,4,5,6,5,4,5,5,2,2,2,1,4,5,5,3,2,2,2,4,4,4,4,2,4,1,3,27,"63930"
2,3,5,4,4,5,5,4,2,5,4,4,4,2,4,2,3,2,3,4,5,1,5,4,1,1,4,22,"63931"
1,6,6,4,4,6,5,5,2,2,5,3,4,4,5,6,5,5,4,2,5,3,4,6,3,2,3,19,"63932"
1,,6,6,6,5,5,6,1,1,1,1,6,6,6,4,4,3,1,1,6,3,6,4,1,2,3,40,"63934"
1,5,3,1,4,2,5,5,4,6,4,5,3,1,4,1,1,3,2,1,5,1,4,6,1,1,1,21,"63937"
2,5,5,2,3,5,4,4,4,4,4,5,2,2,4,3,4,5,5,6,5,3,5,6,2,1,1,17,"63939"
3,5,5,4,5,4,2,2,6,6,1,2,5,6,4,2,2,4,4,4,6,2,6,6,2,1,,21,"63942"
5,1,2,6,2,2,4,2,4,5,4,5,4,1,5,6,6,6,5,4,6,1,3,3,3,1,,17,"63946"
2,6,6,6,6,5,5,5,1,1,2,2,5,6,6,5,5,5,2,1,5,2,6,5,1,2,2,19,"63947"
1,5,3,6,6,4,3,1,5,5,4,2,2,5,2,3,3,2,5,6,5,2,5,6,1,2,3,22,"63948"
1,5,2,6,4,4,4,3,4,5,3,2,5,5,2,1,2,4,3,2,6,2,5,6,2,2,3,18,"63950"
2,,6,6,6,4,1,5,3,6,1,1,4,6,6,1,4,4,6,6,6,4,6,1,1,1,2,62,"63952"
2,3,4,2,4,1,4,2,3,6,5,5,4,4,2,4,6,5,2,2,4,5,3,6,4,2,4,22,"63955"
1,6,5,6,6,6,6,5,3,2,3,3,6,5,6,6,6,6,3,6,6,1,6,6,1,2,3,31,"63956"
2,3,5,5,4,5,6,5,1,6,6,6,1,1,1,1,1,5,5,1,6,3,2,6,4,1,1,22,"63957"
2,4,4,4,5,5,4,4,2,5,4,2,4,5,3,2,3,4,3,1,4,2,4,5,3,1,4,23,"63958"
2,6,6,6,5,5,5,5,5,5,2,4,3,4,4,1,2,5,5,5,5,1,5,5,2,2,3,22,"63959"
4,1,2,4,5,5,6,4,2,6,5,4,6,2,4,2,5,5,6,5,6,3,5,6,1,2,,31,"63961"
1,,5,6,6,5,3,6,1,4,1,1,6,5,6,1,2,1,1,1,6,1,5,6,1,1,2,50,"63962"
5,5,6,1,5,5,4,5,5,6,6,5,3,3,4,2,3,3,3,3,5,3,1,6,4,1,1,20,"63963"
1,6,5,6,6,4,5,5,4,5,5,4,4,4,5,3,3,5,6,3,5,1,6,6,1,2,3,28,"63966"
2,5,6,5,5,5,5,6,1,1,3,1,5,5,6,1,1,1,1,1,6,1,6,4,1,1,4,35,"63967"
3,5,5,5,3,5,5,6,2,4,3,5,2,2,5,3,5,4,3,2,4,2,4,5,2,2,3,20,"63971"
2,4,5,5,5,6,5,4,2,4,3,1,6,5,6,2,2,1,2,3,6,2,6,5,1,2,4,36,"63977"
5,5,6,6,5,6,6,6,5,4,6,5,6,6,5,6,6,5,4,6,5,6,5,6,5,2,,27,"63978"
3,4,5,5,3,6,6,2,5,5,5,6,2,1,5,1,1,1,5,2,5,2,5,6,1,1,4,28,"63979"
2,4,4,6,3,4,5,2,3,6,4,4,3,3,2,2,2,2,5,3,2,5,4,3,5,2,2,40,"63980"
4,2,2,4,3,6,5,5,3,3,3,4,2,1,4,2,2,4,3,2,2,4,4,4,4,2,3,20,"63982"
2,5,5,2,4,5,3,5,5,5,6,6,1,1,2,2,3,2,4,2,4,2,2,6,3,1,3,23,"63983"
2,4,3,1,5,6,5,5,1,4,2,6,5,5,5,2,4,6,5,1,6,1,5,6,1,2,3,18,"63984"
6,6,3,6,6,4,4,4,4,4,5,3,3,6,5,4,5,,4,3,4,2,5,6,5,2,2,23,"63985"
1,6,5,6,4,5,5,4,4,3,,3,3,3,4,1,2,2,1,4,5,4,5,6,1,2,5,27,"63987"
3,5,4,4,5,4,4,3,2,6,1,2,2,5,5,2,2,4,2,1,6,2,4,5,1,2,3,22,"63990"
3,,,,3,3,,,,3,,3,,3,,,3,3,,,,3,,3,,2,3,17,"63991"
2,2,2,5,4,5,2,3,3,4,3,2,3,3,4,4,4,3,4,2,6,1,5,5,1,1,2,32,"63993"
2,4,4,3,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,3,5,3,4,5,1,1,3,25,"63997"
2,4,3,6,4,4,2,4,4,4,4,5,4,2,4,2,3,4,4,3,6,2,4,5,3,2,5,28,"63999"
3,5,3,6,4,2,2,4,5,6,3,5,5,3,4,1,1,2,,4,6,4,5,5,2,2,4,25,"64000"
3,6,6,3,6,6,6,5,1,5,1,1,6,6,6,4,6,4,1,1,6,1,6,6,1,2,2,40,"64001"
2,5,5,6,5,4,5,5,1,2,2,1,4,6,5,1,1,2,2,2,5,3,5,6,1,2,3,28,"64003"
2,5,5,5,3,4,2,6,2,5,1,4,3,5,6,3,4,3,2,4,4,3,5,5,2,2,2,33,"64005"
1,6,5,5,5,5,5,5,1,1,2,2,5,2,6,3,5,3,2,4,6,5,1,3,5,2,4,39,"64006"
2,5,6,6,5,4,5,4,4,4,5,3,5,5,5,1,2,1,2,1,5,3,5,5,3,1,3,20,"64010"
4,6,2,6,6,4,4,5,3,5,1,4,4,4,2,3,5,4,5,5,6,6,1,4,5,2,,46,"64012"
1,6,6,4,5,5,3,5,2,2,2,3,3,5,3,2,5,3,2,4,5,2,2,6,2,2,5,28,"64014"
4,5,5,6,4,6,6,6,1,1,4,1,6,6,6,2,4,5,5,4,6,1,5,6,1,2,3,21,"64016"
3,4,5,6,6,3,6,6,1,1,3,1,5,6,6,1,1,1,1,1,5,1,6,6,1,1,3,36,"64017"
1,4,6,6,3,6,5,6,2,2,4,5,2,3,5,2,3,2,4,1,3,2,6,5,1,2,5,50,"64018"
1,6,6,6,,6,2,6,1,2,6,6,5,6,6,1,2,6,1,4,6,1,2,6,5,2,3,40,"64020"
1,6,6,6,6,2,5,4,1,6,1,1,1,6,3,3,2,1,5,1,6,6,6,5,4,2,3,46,"64021"
1,6,6,6,6,5,6,5,1,1,1,1,5,6,2,1,2,4,4,1,6,5,6,6,1,2,3,11,"64024"
1,6,6,6,6,6,4,5,1,2,1,1,6,6,6,1,1,1,1,1,6,1,6,6,2,2,3,38,"64025"
4,5,3,6,3,3,2,4,,4,4,4,4,5,2,1,1,2,2,1,6,4,5,5,2,2,3,22,"64028"
5,5,5,5,5,5,6,5,5,,5,4,6,5,6,5,6,5,4,5,,6,5,5,6,1,1,16,"64029"
5,3,4,4,4,4,1,3,3,4,6,6,1,1,1,2,4,3,4,3,6,1,3,5,2,2,,15,"64030"
6,5,4,6,6,6,6,5,3,1,4,4,5,6,6,3,1,2,1,2,5,5,4,3,3,1,2,19,"64031"
4,4,4,4,4,4,3,3,4,5,4,4,4,3,4,4,4,4,4,4,4,4,4,,3,2,1,20,"64032"
1,5,4,5,4,2,3,3,1,6,3,3,2,2,5,3,2,3,5,3,3,3,4,6,2,2,5,29,"64033"
2,6,4,6,5,4,5,5,2,2,4,2,6,6,3,2,2,5,4,3,5,4,3,6,3,2,3,25,"64036"
3,6,5,3,5,3,3,5,5,4,5,6,2,4,4,6,6,4,5,6,4,4,3,5,4,1,3,25,"64044"
2,5,4,3,4,4,4,4,3,3,5,5,3,4,4,5,5,5,4,5,3,3,4,5,2,1,3,25,"64046"
1,5,5,2,3,3,4,3,3,4,4,4,5,3,6,6,6,5,6,6,5,1,6,6,1,2,3,21,"64047"
3,4,1,6,4,2,1,6,2,6,6,6,1,1,3,2,4,1,6,1,6,1,1,6,1,2,3,19,"64049"
1,6,5,6,5,5,1,4,3,4,3,2,1,4,1,1,2,2,4,4,4,5,3,2,2,2,3,40,"64050"
2,5,6,5,6,5,5,6,,2,2,2,6,6,5,1,1,1,1,1,6,1,4,6,2,1,3,19,"64051"
1,6,6,6,6,6,5,5,1,1,3,2,5,5,6,2,2,1,1,1,6,1,5,6,4,2,4,38,"64053"
